page,item_name,score,review
https://www.pcmag.com/categories/laptops/brands/lenovo?page=4,Lenovo Yoga 720 (12-Inch) Review,3.0,"Versatile albeit underpowered, the Lenovo Yoga 720 is a good choice for budget-conscious shoppers who want a well-designed convertible laptop for light tasks. "
https://www.pcmag.com/categories/laptops/brands/lenovo?page=4,Lenovo ThinkPad P51 Review,4.0,Lenovo's latest industrial-strength mobile workstation delivers the goods for high-end rendering and media creation while being surprisingly portable.
https://www.pcmag.com/categories/laptops/brands/lenovo?page=4,Lenovo IdeaPad 120s Review,3.0,"Lenovo's petite IdeaPad 120S is a budget ultraportable that offers good-for-the-cost performance, but you can find better screens and keyboards by stepping up to the next highest class."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=4,Lenovo Yoga 720 (13-Inch) Review,4.0,"The Lenovo Yoga 720 holds its own among fierce competition in the midrange convertible laptop market, offering excellent build quality and a solid blend of features and affordability. "
https://www.pcmag.com/categories/laptops/brands/lenovo?page=4,Lenovo Yoga 920 Review,4.5,"With a top-notch design and build, the Lenovo Yoga 920 is an excellent convertible laptop that delivers long battery life and speedy performance thanks to its 8th-generation Core i7 CPU."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=4,Lenovo IdeaPad Flex 5-1570 Review,3.5,"It's unwieldy, like all 15.6-inch convertibles, but the Lenovo IdeaPad Flex 5-1570 is an attractive 2-in-1 at a bargain price. If you're seeking a bigger laptop/tablet experience, it's worth grappling with."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=4,Lenovo ThinkPad Yoga 370 Review,3.5,"The ThinkPad Yoga 370 combines the conveniences of a 2-in-1 convertible laptop with Lenovo's reputation for durability and IT acceptance, but battery life and overall performance are merely average. "
https://www.pcmag.com/categories/laptops/brands/lenovo,Lenovo ThinkBook 15p Review,4.0,"Lenovo's ThinkBook 15p challenges deluxe notebooks like Dell's XPS 15 with a great screen, solid performance, and long battery life at an aggressive price."
https://www.pcmag.com/categories/laptops/brands/lenovo,Lenovo ThinkPad X1 Nano Review,4.0,"You'll forget you're carrying Lenovo's featherweight ThinkPad X1 Nano, but you'll enjoy every minute of using this extreme ultralight."
https://www.pcmag.com/categories/laptops/brands/lenovo,Lenovo Yoga 9i (15-Inch) Review,3.5,"The 15-inch Lenovo Yoga 9i combines robust design with more potent processing and graphics performance than many rivals, even if it's rather big and awkward as a 2-in-1 convertible, and lacking in ports."
https://www.pcmag.com/categories/laptops/brands/lenovo,Lenovo ThinkPad X1 Yoga Gen 5 Review,4.0,"Its battery life is a letdown, but the Gen 5 version of Lenovo's ThinkPad X1 Yoga is otherwise a desirable 2-in-1 laptop for the enterprise."
https://www.pcmag.com/categories/laptops/brands/lenovo,Lenovo ThinkPad X1 Titanium Yoga Preview,4.0,"The new ThinkPad X1 Titanium Yoga business laptop has a stylish silver color and is the thinnest ThinkPad yet, but its keyboard might not be anything to type home about."
https://www.pcmag.com/categories/laptops/brands/lenovo,Lenovo Yoga 9i (14-Inch) Review,4.0,"The Lenovo Yoga 9i's slick metal design, high-end features, and killer battery life make it a serious contender among premium convertible notebooks."
https://www.pcmag.com/categories/laptops/brands/lenovo,Lenovo ThinkPad X1 Extreme Gen 3 Review,4.5,The quality you expect from the ThinkPad brand and a dazzling 4K OLED display make Lenovo's latest ThinkPad X1 Extreme a worthy contender among deluxe creative laptops.
https://www.pcmag.com/categories/laptops/brands/lenovo,Lenovo ThinkPad X1 Carbon Gen 8 (2020) Review,4.0,"It hasn't gotten Intel's 11th Generation ""Tiger Lake"" processors yet, but there's no more desirable ultraportable than Lenovo's 2.4-pound ThinkPad X1 Carbon."
https://www.pcmag.com/categories/laptops/brands/lenovo,Lenovo Legion 7i Review,3.5,"The Lenovo Legion 7i boasts a well-built chassis, top-shelf performance, and all of the supporting features and extras that make a premium gaming laptop worth the cost. But a few shoppers may grumble that it lacks the design flair of its competitors."
https://www.pcmag.com/categories/laptops/brands/lenovo,Lenovo ThinkPad X13 Yoga (Gen 1) Review,4.0,"Lenovo's premier 13.3-inch convertible for business, the ThinkPad X13 Yoga impresses with slick design but is hamstrung by so-so battery life and high temperatures."
https://www.pcmag.com/categories/laptops/brands/lenovo,Lenovo ThinkPad X13 (AMD) Review,4.0,"You should shun its base models that lack full HD screen resolution, but Lenovo's Ryzen Pro-based ThinkPad X13 is an otherwise well-built, perky alternative to the company's ultra-deluxe X1 Carbon."
https://www.pcmag.com/categories/laptops/brands/lenovo,Lenovo ThinkPad T14s Review,3.5,Lenovo's Ryzen-based ThinkPad T14s is by and large a spectacular success. Our one caveat: The AMD model of this 14-inch business thin-and-light tops out at a 1080p screen.
https://www.pcmag.com/categories/laptops/brands/lenovo,Lenovo IdeaPad Flex 3 Chromebook Review,3.5,"Lenovo's IdeaPad Flex 3 Chromebook proves that as long as you're willing to overlook a small, dim display, you can have an otherwise excellent 2-in-1 convertible Chromebook for less than $350."
https://www.pcmag.com/categories/laptops/brands/lenovo,Lenovo Flex 5G Review,3.5,Lenovo's first 5G PC promises superfast download speeds (it depends very much on your location) and delivers extraordinary battery life. But the Snapdragon 8cx-based Flex 5G is an otherwise average 2-in-1 convertible with a whopper of a price tag.
https://www.pcmag.com/categories/laptops/brands/lenovo,Lenovo Chromebook 3 (11-Inch) Review,3.5,"If you've got less than $200 to spend on a laptop for a child or as a secondary machine, Lenovo's Chromebook 3 is an acceptable option, though its small, low-quality display leaves much to be desired."
https://www.pcmag.com/categories/laptops/brands/lenovo,Lenovo IdeaPad Gaming 3i Review,4.0,"The Lenovo IdeaPad Gaming 3i is a solidly built, fully featured budget gaming laptop, but its price is a bit too high for its graphics performance."
https://www.pcmag.com/categories/laptops/brands/lenovo,Lenovo IdeaPad 3 Chromebook Review,3.5,"Thanks to excellent battery life, a decent keyboard, and an attractive styling, the Lenovo IdeaPad 3 Chromebook offers impressive value for money, as long as you don’t need a high-resolution screen or powerful computing components."
https://www.pcmag.com/categories/laptops/brands/lenovo,Lenovo Flex 5 Chromebook Review,4.5,"Offering robust connectivity, support for digital pens, and good battery life, the Lenovo Flex 5 Chromebook is a capable 2-in-1 convertible laptop for Chrome devotees."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=2,Lenovo Chromebook Duet Review,4.0,"Budget-strapped consumers and students with light computing needs will be captivated by Lenovo's Chromebook Duet, a detachable 2-in-1 that tops better-known 2-in-1 tablets on value."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=2,Lenovo ThinkPad L13 Yoga Review,4.0,"It's no benchmark barn-burner, but Lenovo's ThinkPad L13 Yoga is a top-notch convertible-laptop value at a thrifty $899.99 in our test model."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=2,Lenovo Yoga C740 (15-Inch) Review,4.0,"If you want a larger screen than the 13 or 14 inches common on 2-in-1 convertible laptops today, the 15-Inch Lenovo Yoga C740 is a fine option thanks to its sturdy build quality, simple styling, and good computing performance."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=2,Lenovo ThinkPad P1 Gen 2 OLED Review,4.0,"The mobile workstation version of Lenovo's ThinkPad X1 Extreme, the P1 lacks the sheer might of the company's ThinkPad P53, but it is considerably easier to carry. It's a winner for traveling design pros or content creators."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=2,Lenovo Yoga C740 (14-Inch) Review,3.5,"Not even Lenovo would call the Yoga C740 the world's greatest 14-inch convertible (it might say that about the Yoga C940), but this economy model has a lot to offer."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=2,Lenovo Chromebook C340-11 Review,3.5,Remember 11.6-inch Chromebooks? Lenovo's C340-11 revives the genre with a compact convertible that's more likable than its low screen resolution and low-powered CPU might suggest.
https://www.pcmag.com/categories/laptops/brands/lenovo?page=2,Lenovo Yoga C940 (14-Inch) Review,4.0,"An updated version of Lenovo's flagship convertible, the 14-inch Yoga C940 brings even better sound quality than before, while still including useful features like a built-in pen and optional 4K touch screen."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=2,Lenovo Yoga C940 (15-Inch) Review,4.0,"The 15.6-inch version of Lenovo's Yoga C940 convertible flagship is as bulky and heavy as its peers, but it delivers solid performance and battery life in an attractive package."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=2,Lenovo ThinkPad X1 Extreme Gen 2 Review,4.0,"Lenovo freshens its 15.6-inch status-symbol ThinkPad X1 Extreme with new CPU choices, along with faster (if not blazing) graphics and gorgeous displays. But it faces a fierce fight from two refreshed icons: Apple's MacBook Pro and Dell's XPS 15."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=2,Lenovo ThinkPad P53 Review,4.0,"Nvidia's earth-shaking Quadro RTX 5000 makes the Lenovo ThinkPad P53 one of the most powerful mobile workstations you can buy. It's hefty and pricey, but it obliterates big workflows like nobody's business."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=2,Lenovo ThinkPad X1 Yoga Gen 4 (2019) Review,4.0,"Lenovo's latest ThinkPad X1 Yoga convertible laptop is fine-tuned for on-the-go businesspeople, offering ThinkPad reliability and a 4K screen in a much slimmer, lighter package."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=2,Lenovo Legion Y545 Review,4.0,"Lenovo's new entry-level gaming notebook, the Legion Y545 provides smooth frame rates on its 15.6-inch full HD screen in today's games. It's a good alternative to the Acer Predator Helios 300, although its chassis gets a little toasty."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=2,Lenovo ThinkPad X1 Carbon Gen 7 (2019) Review,4.5,"With a sturdy, lightweight carbon-fiber exterior, an excellent keyboard, and plenty of security and manageability features, Lenovo's ThinkPad X1 Carbon Gen 7 is the best laptop you can buy for your business."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=2,Lenovo ThinkPad T490s Review,4.0,"Among Lenovo's 14-inch ThinkPads, the slim T490s is a better bet than the bulkier T490 model, but the premiere X1 Carbon remains tempting, if not for the reason you might expect."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=2,Lenovo ThinkBook 13s Review,3.5,"Aimed at small-to-midsize businesses that might not have the money for ThinkPads, Lenovo's ThinkBook 13s is a likable, if not landmark, ultraportable available in Core i5 and Core i7 flavors."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=2,Lenovo ThinkPad E490 Review,4.0,"Lenovo's 14-inch ThinkPad E490 is a bit hefty but delivers durability, all-day battery life, and a stellar keyboard for budget business buyers. "
https://www.pcmag.com/categories/laptops/brands/lenovo?page=2,Lenovo IdeaPad S940 Review,4.0,The Lenovo IdeaPad S940 is a gorgeous ultraportable but forces you to decide between 4K fidelity and full-day battery life.
https://www.pcmag.com/categories/laptops/brands/lenovo?page=2,Lenovo IdeaPad Flex 14 (2019) Review,3.5,"If you don't mind cranking up the screen brightness, you'll find Lenovo's IdeaPad Flex 14 an attractive convertible laptop for $899.99—a Core i5 2-in-1 that competes well with more costly Core i7s."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=2,Lenovo ThinkPad X390 Review,4.5,"Lenovo's ThinkPad X390 ultralight combines strong build quality, zippy performance, and a great keyboard into a winning recipe for a productive travel laptop."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=9,Dell Latitude E5430 Review,3.5,"The Dell Latitude E5430 laptop is for veteran users who can't let go of VGA monitors, ExpressCards, and optical discs."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=10,HP Pavilion G6-2248CA Review,3.5,The HP Pavilion G6-2248CA is a full-featured laptop with good battery life and a low price. But performance is mediocre even for a budget laptop.
https://www.pcmag.com/categories/laptops/brands/lenovo?page=10,Lenovo G580 Review,4.0,"With its class-leading performance and admirable feature set, the Lenovo G580 is an excellent value with an affordable price tag that gives users plenty of bang for their buck."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=10,Lenovo IdeaPad N581 Review,4.0,"The budget-friendly Lenovo IdeaPad N581 is a competent system with solid performance, and a decent selection of features."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=10,HP Pavilion M6-1188CA Review,4.0,"The HP Pavilion M6-1188CA is a system made for enthusiasts on a budget. It's got some chops in the 3D gaming department, and styling that shows to the world that you don't have just another black utilitarian laptop under your arm."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=10,HP Pavilion 15-B168CA Review,3.5,"The HP Pavilion 15-B168CA is a mainstream laptop with a large 15.6-inch touch screen. It has middle of the road power for all of your general tasks, and is a good first Windows 8 PC."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=10,Lenovo IdeaPad Y500 Review,3.5,"The Lenovo IdeaPad Y500 is a solid choice for a gaming laptop, offering decent gaming performance and portability, with a modular upgrade system that lets you add and swap extras easily."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=10,Lenovo IdeaPad Yoga 11 Review,3.5,"The Lenovo IdeaPad Yoga 11 is a good Windows RT convertible to have around if you want a tablet-like experience, but absolutely need a keyboard. Its flips and acrobatics help usability, but ultimately this is a laptop with a good mix of tablet functionality."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=10,Lenovo IdeaTab Lynx K3011 Review,3.5,"The Lenovo IdeaTab Lynx K3011 slate tablet won't replace your laptop as your main Windows machine, but it's not a bad choice for a second or third device."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=10,Lenovo IdeaPad Yoga 13 Review,4.0,"The Lenovo IdeaPad Yoga 13 is a solid ultrabook, but as a tablet, it's a little too big for comfort. Otherwise, the Yoga 13 has the best hybrid design we've seen so far."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=10,Lenovo ThinkPad X1 Carbon (2012) Review,4.0,"With IT-friendly features, the signature ThinkPad TrackPoint, a trim build, and more than 7 hours of battery life, the Lenovo X1 Carbon is our top pick ultraportable for business."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=10,Samsung NP300E5A-A01UB  Review,4.0,"The Samsung NP300E5A-A01UB's performance, battery life, and features set is worth more than the price tag would indicate..If your budget is severely restricted to very inexpensive laptops, then the NP300E5A-A01UB is certainly worth a gander."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=10,Dell Vostro V130 Review,3.0,"Although the Core i5 processor and HDMI are notable additions, the Dell Vostro V130 is tough to recommend as an ultraportable with only 3 hours of battery life."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=9,Lenovo ThinkPad T440s Review,3.5,"The Lenovo ThinkPad T440s is a very well-made business ultrabook, but even great battery life, decent performance, and a few unique features aren't enough to make it stand out above the rest."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=9,Lenovo IdeaPad Yoga 2 Pro Review,4.0,The Lenovo IdeaPad Yoga 2 Pro hybrid ultrabook addresses some of the shortcomings of the previous iteration. But it is still a bit too heavy to replace both a clamshell notebook and a slate tablet.
https://www.pcmag.com/categories/laptops/brands/lenovo?page=9,Lenovo IdeaPad Y510p Review,4.0,The Lenovo IdeaPad Y510p gaming laptop offers modular upgrades and a sleek design.
https://www.pcmag.com/categories/laptops/brands/lenovo?page=9,Asus Transformer Book T100TA (64GB) Review,4.5,"For a sub-$400 price, the Asus Transformer Book T100TA is a fully functional Windows 8.1 hybrid tablet, and the natural successor to the netbook ideal from a few years ago. It gives you a bright, usable PC an affordable price. Plus it avoids all of the compatibility issues that plague tablets running mobile operating systems like iOS, Android, or Windows RT."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=9,Lenovo IdeaPad Flex 14 Review,3.0,"The Lenovo IdeaPad Flex 14 doesn't have as full a screen swing as of the IdeaPad Yoga family, nor as much of the latter's utility."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=9,Sony VAIO Flip 15 (SVF15N190X) Review,3.5,"The Sony VAIO Flip 15 supersizes the convertible laptop, with a large screen that can work in various poses. It's starting to approach the convertible sweet spot, but it needs a few more iterations to become lighter and easier to hold."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=9,Lenovo IdeaPad U430 Touch Review,4.0,"With very few compromises and all-day battery life, the Lenovo IdeaPad U430 Touch is the entry-level ultrabook to get."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=9,Acer Aspire V7-582P-6673 Review,3.5,"The Acer Aspire V7-582P-6673 just meets Intel's updated ultrabook specs, but while it is functionally an ultrabook it is spiritually a desktop replacement laptop with a large 15.6-inch screen."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=9,Asus VivoBook V500CA-DB71T Review,3.0,"The Asus VivoBook V500CA-DB71T is a decent, tractable laptop with a few flaws that keep it from scoring higher. Depending on your pickiness, this could be a perfectly adequate laptop for you and your family."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=9,Lenovo IdeaPad Miix 10 Tablet Review,3.5,"The Lenovo IdeaPad Miix 10 Tablet is a fairly well-built Windows slate tablet, but it does little to distinguish itself in a crowded field of competitors."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=9,Lenovo ThinkPad Edge E431 Review,4.0,"We recommend small business owners buy a true business PC like the Lenovo ThinkPad Edge E431 rather than trying to repurpose a consumer budget laptop. It will pay off in comfort, performance, and peace of mind."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=9,Dell XPS 12 Review,4.0,"If you can get over the Dell XPS 12's screen acrobatics, this convertible ultrabook is a good way to get both tablet and laptop functionality in one unit."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=9,Sony VAIO Pro 13  Review,4.0,"The Sony VAIO Pro 13 shows that you can make laptops lighter and thinner when you use a fourth-generation Intel Core processor. It's very good, though Sony really needs a grand slam to distance itself from similar rivals."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=9,Toshiba Satellite P55-A5200 Review,3.5,"The Toshiba Satellite P55-A5200 is a decent desktop replacement laptop that will keep regular PC users happy. It has the power to last more than the next few years, Windows 8 compatibility, and a huge non-touch screen for your media creation and appreciation."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=9,Lenovo ThinkPad Helix Review,4.0,"One of the better detachable hybrid tablets on the market, the Lenovo ThinkPad Helix gives the corporate IT buyer a prime option for their highly mobile workforce. This could be the best choice if you need both laptop and tablet functionality."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=9,Lenovo ThinkPad T431s Review,3.5,"The Lenovo ThinkPad T431s is a solid business laptop, and users should have no problem adapting to it from previous T-series ThinkPads."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=9,Lenovo IdeaPad S405 Review,3.0,"The Lenovo IdeaPad S405 budget laptop may not cost much, but with plodding performance and a short list of features you'll give up a lot in the bargain."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=9,Lenovo IdeaPad Yoga 11S Review,3.0,"The Lenovo IdeaPad Yoga 11S is a versatile touch-enabled convertible laptop/tablet combo. We applaud Lenovo for its innovation, but internal components and battery life in particular leave us asking for more."
https://www.pcmag.com/categories/laptops/brands/lenovo?page=9,Lenovo ThinkPad X1 Carbon Touch  Review,4.0,The Lenovo ThinkPad X Carbon Touch is the ultrabook your executive users will want.
